nces_id,state,name,phone,website,street,city,zip_state,zip,lea_type,status
2916290,MO,JENNINGS,(314)653-8000,http://www.jenningsk12.org,2559 DORWOOD,JENNINGS,MO,63136,Regular public school district that is not a component of a supervisory union,Open
2916350,MO,JOPLIN SCHOOLS,(417)625-5200,http://www.joplinschools.org,PO BOX 128,JOPLIN,MO,64804,Regular public school district that is not a component of a supervisory union,Open
2916380,MO,CLARK CO. R-I,(660)727-2377,http://clarkcounty.k12.mo.us,427 W. Chestnut,KAHOKA,MO,63445,Regular public school district that is not a component of a supervisory union,Open
2916400,MO,KANSAS CITY 33,(816)418-7600,http://www.kcpublicschools.org,2901 Troost Avenue,KANSAS CITY,MO,64109,Regular public school district that is not a component of a supervisory union,Open
2916450,MO,KEARNEY R-I,(816)628-4116,http://www.ksdr1.net,425 W WASHINGTON ST,KEARNEY,MO,64060,Regular public school district that is not a component of a supervisory union,Open
2916470,MO,KELSO C-7,(573)545-3357,http://kelsoc-7.k12.mo.us,820 STATE HWY A,BENTON,MO,63736,Regular public school district that is not a component of a supervisory union,Open
2916500,MO,KENNETT 39,(573)717-1100,http://www.kennett.k12.mo.us,510 COLLEGE AVE,KENNETT,MO,63857,Regular public school district that is not a component of a supervisory union,Open
2916530,MO,KEYTESVILLE R-III,(660)288-3787,http://keytesville.k12.mo.us,27247 HWY 5,KEYTESVILLE,MO,65261,Regular public school district that is not a component of a supervisory union,Open
2916590,MO,KING CITY R-I,(660)535-4319,http://WWW.KINGCITYschools.org,PO BOX 189,KING CITY,MO,64463,Regular public school district that is not a component of a supervisory union,Open
2916620,MO,KINGSTON 42,(816)586-3111,http://www.kingston42.com,139 E LINCOLN,KINGSTON,MO,64650,Regular public school district that is not a component of a supervisory union,Open
2916660,MO,KINGSVILLE R-I,(816)597-3422,http://www.kingsville.k12.mo.us,PO BOX 7,KINGSVILLE,MO,64061,Regular public school district that is not a component of a supervisory union,Open
2916710,MO,KIRBYVILLE R-VI,(417)337-8913,http://http/Kirbyville.k12.mo.us/,6225 STATE HWY 76 E,KIRBYVILLE,MO,65679,Regular public school district that is not a component of a supervisory union,Open
2916740,MO,KIRKSVILLE R-III,(660)665-7774,http://KIRKSVILLE.K12.MO.US/,1901 E HAMILTON ST,KIRKSVILLE,MO,63501,Regular public school district that is not a component of a supervisory union,Open
2916770,MO,KIRKWOOD R-VII,(314)213-6101,http://www.kirkwoodschools.org,1099 MILWAUKEE STREET,KIRKWOOD,MO,63122,Regular public school district that is not a component of a supervisory union,Open
2916830,MO,KNOB NOSTER R-VIII,(660)563-3186,http://WWW.KNOBNOSTER.K12.MO.US,401 E WIMER,KNOB NOSTER,MO,65336,Regular public school district that is not a component of a supervisory union,Open
2916860,MO,OREGON-HOWELL R-III,(417)867-5601,http://WWW.KOSHKONONGSCHOOL.ORG,100 SCHOOL STREET,KOSHKONONG,MO,65692,Regular public school district that is not a component of a supervisory union,Open
2916920,MO,LA MONTE R-IV,(660)347-5439,http://WWW.LAMONTE.K12.MO.US,301 S. WASHINGTON,LA MONTE,MO,65337,Regular public school district that is not a component of a supervisory union,Open
2916950,MO,LA PLATA R-II,(660)332-7001,http://laplata.k12.mo.us,201 W MOORE,LA PLATA,MO,63549,Regular public school district that is not a component of a supervisory union,Open
2917000,MO,LACLEDE CO. C-5,(417)532-4837,http://WWW.JEBC5.K12.MO.US/,16050 HWY KK,LEBANON,MO,65536,Regular public school district that is not a component of a supervisory union,Open
2917820,MO,LADUE,(314)994-7080,http://www.ladueschools.net,9703 CONWAY RD,ST LOUIS,MO,63124,Regular public school district that is not a component of a supervisory union,Open
2917850,MO,LAMAR R-I,(417)682-3527,http://www.lamar.k12.mo.us/,202 W 7TH,LAMAR,MO,64759,Regular public school district that is not a component of a supervisory union,Open
2917880,MO,LAQUEY R-V,(573)765-3716,http://www.laqueyhornets.us/,PO BOX 130,laquey,MO,65534,Regular public school district that is not a component of a supervisory union,Open
2917910,MO,LAREDO R-VII,(660)286-2225,http://NA,PO BOX C,LAREDO,MO,64652,Regular public school district that is not a component of a supervisory union,Open
2917970,MO,LATHROP R-II,(816)710-6110,http://lathropschools.com,700 East St,Lathrop,MO,64465,Regular public school district that is not a component of a supervisory union,Open
2918220,MO,LAWSON R-XIV,(816)580-7277,http://LAWSONCARDINALS.ORG,PO BOX 157,LAWSON,MO,64062,Regular public school district that is not a component of a supervisory union,Open
2918240,MO,WEST ST. FRANCOIS CO. R-IV,(573)562-7535,http://WCR4.ORG,1124 MAIN,LEADWOOD,MO,63653,Regular public school district that is not a component of a supervisory union,Open
2918270,MO,LEBANON R-III,(417)657-6001,http://www.lebanon.k12.mo.us/,224 W. Commercial Street,LEBANON,MO,65536,Regular public school district that is not a component of a supervisory union,Open
2918300,MO,LEE'S SUMMIT R-VII,(816)986-1000,http://www.lsr7.org,301 NE TUDOR RD,LEE'S SUMMIT,MO,64086,Regular public school district that is not a component of a supervisory union,Open
2918330,MO,LEESVILLE R-IX,(660)477-3406,http://WWW.LEESVILLE.K12.MO.US/,8229 E Highway 7,CLINTON,MO,64735,Regular public school district that is not a component of a supervisory union,Open
2918360,MO,LEETON R-X,(660)653-2301,http://www.leeton.k12.mo.us,500 N. MAIN STREET,LEETON,MO,64761,Regular public school district that is not a component of a supervisory union,Open
2918420,MO,LEOPOLD R-III,(573)238-2211,http://www.leopold.k12.mo.us/,PO BOX 39,LEOPOLD,MO,63760,Regular public school district that is not a component of a supervisory union,Open
2918450,MO,LESTERVILLE R-IV,(573)637-2201,http://www.lesterville.k12.mo.us,PO BOX 120,LESTERVILLE,MO,63654,Regular public school district that is not a component of a supervisory union,Open
2918460,MO,LEWIS CO. C-1,(573)209-3217,http://lewis.k12.mo.us/,PO BOX 366,LEWISTOWN,MO,63452,Regular public school district that is not a component of a supervisory union,Open
2918480,MO,LEXINGTON R-V,(660)259-4369,http://www.lexington.k12.mo.us/,817 S. Business Highway 13,LEXINGTON,MO,64067,Regular public school district that is not a component of a supervisory union,Open
2918510,MO,LIBERAL R-II,(417)843-5115,http://www.liberalbulldogs.org/,107 S Paine,LIBERAL,MO,64762,Regular public school district that is not a component of a supervisory union,Open
2918540,MO,LIBERTY 53,(816)736-5300,http://LPS53.org,8 VICTORY LANE,LIBERTY,MO,64068,Regular public school district that is not a component of a supervisory union,Open
2918600,MO,LICKING R-VIII,(573)674-2911,http://licking.k12.mo.us,135 COLLEGE AVENUE,LICKING,MO,65542,Regular public school district that is not a component of a supervisory union,Open
2918670,MO,LINCOLN R-II,(660)547-3514,http://www.lincoln.k12.mo.us/,PO BOX 39,LINCOLN,MO,65338,Regular public school district that is not a component of a supervisory union,Open
2918690,MO,LINDBERGH SCHOOLS,(314)729-2480,http://WWW.LINDBERGHSCHOOLS.WS,9350 Sappington Road,St. Louis,MO,63126,Regular public school district that is not a component of a supervisory union,Open
2919080,MO,OSAGE CO. R-II,(573)897-4200,http://www.linn.k12.mo.us,141 WILDCAT DRIVE,LINN,MO,65051,Regular public school district that is not a component of a supervisory union,Open
2919140,MO,LOCKWOOD R-I,(417)232-4513,http://www.lockwoodschools.org,400 WEST 4TH STREET,LOCKWOOD,MO,65682,Regular public school district that is not a component of a supervisory union,Open
2919170,MO,LOGAN-ROGERSVILLE R-VIII,(417)753-2891,http://WWW.LOGROG.NET,100 E FRONT ST,ROGERSVILLE,MO,65742,Regular public school district that is not a component of a supervisory union,Open
2919200,MO,LONEDELL R-14,(636)629-0401,http://www.lonedell.org,7466 HWY FF,LONEDELL,MO,63060,Regular public school district that is not a component of a supervisory union,Open
2919230,MO,LONE JACK C-6,(816)697-3539,http://WWW.LONEJACKC6.NET/,313 S BYNUM ROAD,LONE JACK,MO,64070,Regular public school district that is not a component of a supervisory union,Open
2919260,MO,LOUISIANA R-II,(573)754-4261,http://SCHOOLWEB.MISSOURI.EDU/LOUISIANA.K12.MO.US,3321 W GEORGIA ST,LOUISIANA,MO,63353,Regular public school district that is not a component of a supervisory union,Open
2919350,MO,WOODLAND R-IV,(573)238-3343,http://www.wsdr4.net/,18729 Jackal Drive,Marble Hill,MO,63764,Regular public school district that is not a component of a supervisory union,Open
2919380,MO,MACKS CREEK R-V,(573)363-5909,http://www.mackscreekpirates.org,245 State Road N,MACKS CREEK,MO,65786,Regular public school district that is not a component of a supervisory union,Open
2919410,MO,MACON CO. R-I,(660)395-6164,http://WWW.MACON.K12.MO.US/,702 N MISSOURI,MACON,MO,63552,Regular public school district that is not a component of a supervisory union,Open
2919840,MO,MADISON C-3,(660)291-5115,http://www.madison.k12.mo.us,309 THOMAS ST,MADISON,MO,65263,Regular public school district that is not a component of a supervisory union,Open
2919890,MO,MALDEN R-I,(573)276-5794,http://MALDENMOSCHOOLS.ORG,601 BURKHART ST,MALDEN,MO,63863,Regular public school district that is not a component of a supervisory union,Open
2919920,MO,MALTA BEND R-V,(660)595-2371,http://maltabendtigers.com,200 S Linn,MALTA BEND,MO,65339,Regular public school district that is not a component of a supervisory union,Open
2919950,MO,MANES R-V,(417)668-5313,http://www.manes.k12.mo.us,8939 HWY 95,MOUNTAIN GROVE,MO,65711,Regular public school district that is not a component of a supervisory union,Open
2919980,MO,MANSFIELD R-IV,(417)924-8458,http://MANSFIELDSCHOOL.NET,316 W OHIO ST.,MANSFIELD,MO,65704,Regular public school district that is not a component of a supervisory union,Open
2920010,MO,MAPLEWOOD-RICHMOND HEIGHTS,(314)644-4400,http://www.mrhschools.net,7539 Manchester Road,MAPLEWOOD,MO,63143,Regular public school district that is not a component of a supervisory union,Open
2920050,MO,MARCELINE R-V,(660)376-3371,http://WWW.MARCELINESCHOOLS.ORG,400 E SANTA FE AVE,MARCELINE,MO,64658,Regular public school district that is not a component of a supervisory union,Open
2920160,MO,MARION C. EARLY R-V,(417)376-2255,http://www.mcepanthers.com,5309 South Main,Morrisville,MO,65710,Regular public school district that is not a component of a supervisory union,Open
2920280,MO,MARION CO. R-II,(573)439-5913,http://marion.k12.mo.us,2905 Highway D,Philadelphia,MO,63463,Regular public school district that is not a component of a supervisory union,Open
2920310,MO,MARIONVILLE R-IX,(417)258-7755,http://WWW.MARIONVILLE.US/,PO BOX 409,MARIONVILLE,MO,65705,Regular public school district that is not a component of a supervisory union,Open
2920340,MO,MARK TWAIN R-VIII,(417)785-4323,http://marktwain.k12.mo.us,37707 US HWY 160,RUETER,MO,65744,Regular public school district that is not a component of a supervisory union,Open
2920370,MO,MARQUAND-ZION R-VI,(573)783-3388,http://mz.k12.mo.us,205 E MORLEY ST,MARQUAND,MO,63655,Regular public school district that is not a component of a supervisory union,Open
2920410,MO,MARSHALL,(660)886-7414,http://www.marshallschools.com,1126 E Hwy WW,MARSHALL,MO,65340,Regular public school district that is not a component of a supervisory union,Open
2920430,MO,MARSHFIELD R-I,(417)859-2120,http://www.mjays.us,170 STATE HWY DD,MARSHFIELD,MO,65706,Regular public school district that is not a component of a supervisory union,Open
2920490,MO,MARYVILLE R-II,(660)562-3255,http://www.maryville.k12.mo.us/,1501 South Munn Avenue,Maryville,MO,64468,Regular public school district that is not a component of a supervisory union,Open
2920550,MO,MAYSVILLE R-I,(816)449-2308,http://MAYSVILLE.K12.MO.US/,PO BOX 68,MAYSVILLE,MO,64469,Regular public school district that is not a component of a supervisory union,Open
2920610,MO,MCDONALD CO. R-I,(417)845-3321,http://mcdonaldr1.net,10 STAMPEDE DRIVE,ANDERSON,MO,64831,Regular public school district that is not a component of a supervisory union,Open
2920640,MO,MEADVILLE R-IV,(660)938-4111,http://sites.google.com/meadville.k12.mo.us/eagles/,PO BOX 217,MEADVILLE,MO,64659,Regular public school district that is not a component of a supervisory union,Open
2920670,MO,MEHLVILLE R-IX,(314)467-5000,http://WWW.MEHLVILLESCHOOLDISTRICT.COM,3120 LEMAY FERRY RD,ST LOUIS,MO,63125,Regular public school district that is not a component of a supervisory union,Open
2920700,MO,SCOTLAND CO. R-I,(660)465-8531,http://SCOTLAND.K12.MO.US/,438 WEST LOVERS LANE,MEMPHIS,MO,63555,Regular public school district that is not a component of a supervisory union,Open
2920750,MO,NORTH MERCER CO. R-III,(660)382-4214,http://www.northmercer.k12.mo.us,PO BOX 648,MERCER,MO,64661,Regular public school district that is not a component of a supervisory union,Open
2920810,MO,MEXICO 59,(573)581-3773,http://www.mexicoschools.net,2101 LAKEVIEW,MEXICO,MO,65265,Regular public school district that is not a component of a supervisory union,Open
2920820,MO,MIAMI R-I,(660)267-3484,http://miamir1.net,7638 NW STATE ROUTE J,AMORET,MO,64722,Regular public school district that is not a component of a supervisory union,Open
2920840,MO,MIAMI R-I,(660)852-3269,http://www.miami-mustangs.com,34520 N HIGHWAY 41,MIAMI,MO,65344,Regular public school district that is not a component of a supervisory union,Open
2920880,MO,MIDDLE GROVE C-1,(660)291-8583,http://www.middlegrove.k12.mo.us,11476 RTE M,MADISON,MO,65263,Regular public school district that is not a component of a supervisory union,Open
2920940,MO,MILAN C-2,(660)265-4414,http://MILAN.K12.MO.US,373 S MARKET ST,MILAN,MO,63556,Regular public school district that is not a component of a supervisory union,Open
2921000,MO,MILLER R-II,(417)452-3515,http://www.millerschools.org,110 W. SIXTH ST.,MILLER,MO,65707,Regular public school district that is not a component of a supervisory union,Open
2921030,MO,MIRABILE C-1,(816)586-4129,http://mirabilec1.org,2954 SW STATE RTE D,POLO,MO,64671,Regular public school district that is not a component of a supervisory union,Open
2921060,MO,MISSOURI CITY 56,(816)750-4391,http://WWW.MOCITY.K12.MO.US,PO BOX 259,MISSOURI CITY,MO,64072,Regular public school district that is not a component of a supervisory union,Open
2921100,MO,MOBERLY,(660)269-2600,http://WWW.MOBERLY.K12.MO.US,926 Shepherd Brothers Blvd,MOBERLY,MO,65270,Regular public school district that is not a component of a supervisory union,Open
2921120,MO,MONETT R-I,(417)235-7422,http://www.monettschools.org,900 E. Scott Street,Monett,MO,65708,Regular public school district that is not a component of a supervisory union,Open
2921150,MO,HIGH POINT R-III,(660)489-2213,http://www.highpointr3.com,PO BOX 34,HIGH POINT,MO,65042,Regular public school district that is not a component of a supervisory union,Open
2921180,MO,MONITEAU CO. R-V,(660)458-6271,http://www.lathambraves.com,PO BOX 367,LATHAM,MO,65050,Regular public school district that is not a component of a supervisory union,Open
2921210,MO,MONROE CITY R-I,(573)735-4631,http://WWW.MONROE.K12.MO.US/,401 HWYS 24-36 EAST,Monroe City,MO,63456,Regular public school district that is not a component of a supervisory union,Open
2921330,MO,MONTGOMERY CO. R-II,(833)662-6228,http://WWW.MC-WILDCATS.ORG,418 N HWY 19,MONTGOMERY CITY,MO,63361,Regular public school district that is not a component of a supervisory union,Open
2921360,MO,MONTROSE R-XIV,(660)693-4812,http://www.montrose.k12.mo.us,307 E 2ND STREET,MONTROSE,MO,64770,Regular public school district that is not a component of a supervisory union,Open
2921420,MO,SCOTT CO. CENTRAL,(573)471-2686,http://SCOTTCENTRAL.K12.MO.US/,20794 US HWY 61,SIKESTON,MO,63801,Regular public school district that is not a component of a supervisory union,Open
2921480,MO,MOUND CITY R-II,(660)442-3737,http://www.mndcty.k12.mo.us,708 NEBRASKA STREET,MOUND CITY,MO,64470,Regular public school district that is not a component of a supervisory union,Open
2921510,MO,MOUNTAIN GROVE R-III,(417)926-3177,http://www.mg.k12.mo.us,PO BOX 806,MOUNTAIN GROVE,MO,65711,Regular public school district that is not a component of a supervisory union,Open
2921540,MO,MOUNTAIN VIEW-BIRCH TREE R-III,(417)934-5408,http://mvbt.k12.mo.us/,502 N ELM ST.,MOUNTAIN VIEW,MO,65548,Regular public school district that is not a component of a supervisory union,Open
2921600,MO,MT. VERNON R-V,(417)466-7573,http://www.mtvernon.k12.mo.us,801 S LANDRUM ST,MT VERNON,MO,65712,Regular public school district that is not a component of a supervisory union,Open
2921660,MO,NORTHEAST NODAWAY CO. R-V,(660)937-3112,http://nenr5.com,PO BOX 206,RAVENWOOD,MO,64479,Regular public school district that is not a component of a supervisory union,Open
2921690,MO,NORTH NODAWAY CO. R-VI,(660)778-3411,http://nnr6.k12.mo.us/,705 E Barnard,Hopkins,MO,64461,Regular public school district that is not a component of a supervisory union,Open
2921720,MO,NAYLOR R-II,(573)399-2505,http://www.nayloreagles.com,301 E Batten Street,NAYLOR,MO,63953,Regular public school district that is not a component of a supervisory union,Open
2921750,MO,NEELYVILLE R-IV,(573)989-3813,http://NEELYVILLE.K12.MO.US/,PO BOX 8,NEELYVILLE,MO,63954,Regular public school district that is not a component of a supervisory union,Open
2921810,MO,NEOSHO SCHOOL DISTRICT,(417)451-8600,http://www.neoshosd.org,418 FAIRGROUND ROAD,NEOSHO,MO,64850,Regular public school district that is not a component of a supervisory union,Open
2921840,MO,NEVADA R-V,(417)448-2000,http://www.nevada.k12.mo.us/,811 W HICKORY,NEVADA,MO,64772,Regular public school district that is not a component of a supervisory union,Open
2921875,MO,NEW BLOOMFIELD R-III,(573)491-3700,http://WWW.NB.K12.MO.US,307 REDWOOD DRIVE,NEW BLOOMFIELD,MO,65063,Regular public school district that is not a component of a supervisory union,Open
2921880,MO,MACON CO. R-IV,(660)226-5615,http://schoolweb.missouri.edu/maconr4.k12.mo.us/,PO BOX 70,New Cambria,MO,63558,Regular public school district that is not a component of a supervisory union,Open
2921940,MO,NEW FRANKLIN R-I,(660)848-2141,http://WWW.NFRANKLIN.K12.MO.US/,412 WEST  BROADWAY,NEW FRANKLIN,MO,65274,Regular public school district that is not a component of a supervisory union,Open
2921960,MO,NEW HAVEN,(573)237-3231,http://www.newhavenschools.org,100 PARK DRIVE,NEW HAVEN,MO,63068,Regular public school district that is not a component of a supervisory union,Open
2922110,MO,NEW YORK R-IV,(816)583-2563,http://www.newyork.k12.mo.us,6061 NE State Route U,HAMILTON,MO,64644,Regular public school district that is not a component of a supervisory union,Open
2922140,MO,NEWBURG R-II,(573)762-9653,http://NEWBURG.K12.MO.US/,PO BOX C,NEWBURG,MO,65550,Regular public school district that is not a component of a supervisory union,Open
2922470,MO,NEWTOWN-HARRIS R-III,(660)794-2245,http://nhtigers.k12.mo.us/,306 N Main St,Newtown,MO,64667,Regular public school district that is not a component of a supervisory union,Open
2922500,MO,NIANGUA R-V,(417)473-6101,http://WWW.NIANGUASCHOOLS.COM,301 Rumsey St.,NIANGUA,MO,65713,Regular public school district that is not a component of a supervisory union,Open
2922530,MO,Nixa Public Schools,(417)724-6220,http://www.nixapublicschools.net,301 SOUTH MAIN STREET,NIXA,MO,65714,Regular public school district that is not a component of a supervisory union,Open
2922560,MO,NODAWAY-HOLT R-VII,(660)939-2137,http://NODHOLT.ORG,318 S TAYLOR,GRAHAM,MO,64455,Regular public school district that is not a component of a supervisory union,Open
2922620,MO,NORBORNE R-VIII,(660)593-3319,http://www.norborneschools.com,PO BOX 192,NORBORNE,MO,64668,Regular public school district that is not a component of a supervisory union,Open
2922650,MO,NORMANDY SCHOOLS COLLABORATIVE,(314)493-0402,http://www.normandysc.org,3855 Lucas and Hunt,SAINT LOUIS,MO,63121,Regular public school district that is not a component of a supervisory union,Open
2922710,MO,NORTH ANDREW CO. R-VI,(816)567-2965,http://NORTHANDREW.ORG,9120 HWY 48,ROSENDALE,MO,64483,Regular public school district that is not a component of a supervisory union,Open
2922740,MO,NORTH CALLAWAY CO. R-I,(573)386-2214,http://nc.k12.mo.us,2690 THUNDERBIRD DR.,KINGDOM CITY,MO,65262,Regular public school district that is not a component of a supervisory union,Open
2922770,MO,NORTH HARRISON R-III,(660)867-5222,http://WWW.NHR3.NET,12023 FIR ST,EAGLEVILLE,MO,64442,Regular public school district that is not a component of a supervisory union,Open
2922800,MO,NORTH KANSAS CITY 74,(816)321-5000,http://WWW.NKCSCHOOLS.ORG,2000 NE 46th Street,KANSAS CITY,MO,64116,Regular public school district that is not a component of a supervisory union,Open
2922830,MO,NORTH PLATTE CO. R-I,(816)450-3511,http://www.nppanthers.org,212 W SIXTH ST,DEARBORN,MO,64439,Regular public school district that is not a component of a supervisory union,Open
2922860,MO,NORTHEAST RANDOLPH CO. R-IV,(660)263-2788,http://www.ner4.k12.mo.us,301 W. MARTIN,CAIRO,MO,65239,Regular public school district that is not a component of a supervisory union,Open
2922890,MO,NORTHWEST R-I,(636)677-3473,http://www.northwestschools.net,4290 Gravois Road,House Springs,MO,63051,Regular public school district that is not a component of a supervisory union,Open
2922920,MO,NORTHWESTERN R-I,(660)272-3201,http://www.northwestern.k12.mo.us/index.html,PO BOX 43,MENDON,MO,64660,Regular public school district that is not a component of a supervisory union,Open
2922950,MO,NORWOOD R-I,(417)746-4101,http://www.norwood.k12.mo.us/,675 N Hawk St,Norwood,MO,65717,Regular public school district that is not a component of a supervisory union,Open
2922980,MO,ADAIR CO. R-I,(660)234-9193,http://WWW.NOVINGER.K12.MO.US/,600 ROBMBAUER,NOVINGER,MO,63559,Regular public school district that is not a component of a supervisory union,Open
2923010,MO,OAK GROVE R-VI,(816)690-4156,http://www.oakgrove.k12.mo.us,601 SE 12TH STREET,OAK GROVE,MO,64075,Regular public school district that is not a component of a supervisory union,Open
2923040,MO,OAK HILL R-I,(573)729-5618,http://district.oakhillr1.k12.mo.us,6200 S HWY 19,SALEM,MO,65560,Regular public school district that is not a component of a supervisory union,Open
2923070,MO,OAK RIDGE R-VI,(573)266-3218,http://www.oakridger6schools.com,4198 State Highway E,OAK RIDGE,MO,63769,Regular public school district that is not a component of a supervisory union,Open
2923100,MO,ODESSA R-VII,(816)633-5316,http://www.odessar7.net,701 S THIRD,ODESSA,MO,64076,Regular public school district that is not a component of a supervisory union,Open
2923130,MO,ORAN R-III,(573)262-2330,http://ORAN.K12.MO.US,P.O. BOX 250,ORAN,MO,63771,Regular public school district that is not a component of a supervisory union,Open
2923160,MO,ORCHARD FARM R-V,(636)925-5400,http://www.ofsd.k12.mo.us,3489 Boschertown Rd,Saint Charles,MO,63301,Regular public school district that is not a component of a supervisory union,Open
2923190,MO,SOUTH HOLT CO. R-I,(660)446-2282,http://SOUTHHOLTR1.COM/,201 S BARBOUR,OREGON,MO,64473,Regular public school district that is not a component of a supervisory union,Open
2923220,MO,ORRICK R-XI,(816)770-0094,http://ORRICK.K12.MO.US/,100 Kirkham Street,ORRICK,MO,64077,Regular public school district that is not a component of a supervisory union,Open
2923250,MO,OSBORN R-O,(816)675-2217,http://www.osbornwildcats.org/,275 CLINTON AVE,OSBORN,MO,64474,Regular public school district that is not a component of a supervisory union,Open
2923270,MO,OSCEOLA,(417)646-8143,http://www.osceola.k12.mo.us,76 SE Hwy WW,Osceola,MO,64776,Regular public school district that is not a component of a supervisory union,Open
2923310,MO,OTTERVILLE R-VI,(660)366-4391,http://www.ottervillervi.k12.mo.us/,101 W GEORGETOWN ST,OTTERVILLE,MO,65348,Regular public school district that is not a component of a supervisory union,Open
2923340,MO,GASCONADE CO. R-II,(573)646-1015,http://www.dutchmen.us/,PO BOX 536,OWENSVILLE,MO,65066,Regular public school district that is not a component of a supervisory union,Open
2923370,MO,THORNFIELD R-I,(417)265-3212,,37 COUNTY ROAD 855,THORNFIELD,MO,65762,Regular public school district that is not a component of a supervisory union,Open
2923400,MO,LUTIE R-VI,(417)273-4274,http://schoolweb.missouri.edu/lutieschool.com,5802 US HWY 160,THEODOSIA,MO,65761,Regular public school district that is not a component of a supervisory union,Open
2923430,MO,OZARK R-VI,(417)582-5900,http://www.ozarktigers.org/,1600 West Jackson,OZARK,MO,65721,Regular public school district that is not a component of a supervisory union,Open
2923460,MO,MERAMEC VALLEY R-III,(636)271-1400,http://www.mvr3.k12.mo.us/,126 N PAYNE ST,PACIFIC,MO,63069,Regular public school district that is not a component of a supervisory union,Open
2923490,MO,PALMYRA R-I,(573)769-2066,http://WWW.PALMYRA.K12.MO.US/,PO BOX 151,PALMYRA,MO,63461,Regular public school district that is not a component of a supervisory union,Open
2923530,MO,PARIS R-II,(660)289-0966,http://www.pariscoyotes.com,740 CLEVELAND ST,PARIS,MO,65275,Regular public school district that is not a component of a supervisory union,Open
2923550,MO,PARK HILL,(816)359-4050,http://WWW.PARKHILL.K12.MO.US/,7703 NW BARRY RD,KANSAS CITY,MO,64153,Regular public school district that is not a component of a supervisory union,Open
2923580,MO,PARKWAY C-2,(314)415-8100,http://www.parkwayschools.net,455 N WOODS MILL RD,CHESTERFIELD,MO,63017,Regular public school district that is not a component of a supervisory union,Open
2923640,MO,MEADOW HEIGHTS R-II,(573)866-0060,http://www.meadowheights.k12.mo.us,14571 STATE HIGHWAY 72,PATTON,MO,63662,Regular public school district that is not a component of a supervisory union,Open
2923670,MO,PATTONSBURG R-II,(660)367-2111,http://www.pattonsburg.k12.mo.us,PO BOX 200,PATTONSBURG,MO,64670,Regular public school district that is not a component of a supervisory union,Open
2923700,MO,PATTONVILLE R-III,(314)213-8500,http://www.psdr3.org/,11097 ST CHARLES ROCK RD,ST ANN,MO,63074,Regular public school district that is not a component of a supervisory union,Open
2923730,MO,RAYMORE-PECULIAR R-II,(816)892-1300,http://www.raypec.org,PO BOX 789,PECULIAR,MO,64078,Regular public school district that is not a component of a supervisory union,Open
2923760,MO,NORTH PEMISCOT CO. R-I,(573)628-3471,http://www.northpem.k12.mo.us,PO BOX 38,WARDELL,MO,63879,Regular public school district that is not a component of a supervisory union,Open
2923780,MO,PEMISCOT CO. SPEC. SCH. DIST.,(573)359-0021,http://pcssd.k12.mo.us,1317 W STATE HWY 84,HAYTI,MO,63851,Regular public school district that is not a component of a supervisory union,Open
2923790,MO,PEMISCOT CO. R-III,(573)333-1856,http://R3.K12.MO.US/,1727 COUNTY HIGHWAY 536,Caruthersville,MO,63830,Regular public school district that is not a component of a supervisory union,Open
2924530,MO,PERRY CO. 32,(573)547-7500,http://www.pcsd32.com,326 COLLEGE ST,PERRYVILLE,MO,63775,Regular public school district that is not a component of a supervisory union,Open
2924690,MO,PETTIS CO. R-XII,(660)826-5385,http://WWW.PETTISR12.K12.MO.US/,22675 DEPOT RD,SEDALIA,MO,65301,Regular public school district that is not a component of a supervisory union,Open
2925080,MO,PHELPS CO. R-III,(573)435-6293,http://PCR3.K12.MO.US,17790 State Route M,Edgar Springs,MO,65462,Regular public school district that is not a component of a supervisory union,Open
2925110,MO,PIERCE CITY R-VI,(417)476-2555,http://www.pcschools.net,300 North Myrtle,PIERCE CITY,MO,65723,Regular public school district that is not a component of a supervisory union,Open
2925140,MO,PIKE CO. R-III,(573)242-3546,http://www.cloptonhawks.com,28176 HWY WW,CLARKSVILLE,MO,63336,Regular public school district that is not a component of a supervisory union,Open
2925170,MO,PILOT GROVE C-4,(660)834-6915,http://www.pilotgrove.k12.mo.us,107 SCHOOL ST,PILOT GROVE,MO,65276,Regular public school district that is not a component of a supervisory union,Open
2925210,MO,PLATO R-V,(417)458-3333,http://www.plato.k12.mo.us,PO BOX A,PLATO,MO,65552,Regular public school district that is not a component of a supervisory union,Open
2925230,MO,PLATTE CO. R-III,(816)858-5420,http://www.plattecountyschooldistrict.com,998 PLATTE FALLS RD,PLATTE CITY,MO,64079,Regular public school district that is not a component of a supervisory union,Open
2925290,MO,CLINTON CO. R-III,(816)539-2183,http://CCR3.K12.MO.US,800 W. Frost Street,PLATTSBURG,MO,64477,Regular public school district that is not a component of a supervisory union,Open
2925330,MO,PLEASANT HILL R-III,(816)540-3161,http://phr3.org,318 CEDAR ST,PLEASANT HILL,MO,64080,Regular public school district that is not a component of a supervisory union,Open
2925350,MO,PLEASANT HOPE R-VI,(417)267-2850,http://www.phr6.org,100 W. Cowden,PLEASANT HOPE,MO,65725,Regular public school district that is not a component of a supervisory union,Open
2925410,MO,POLO R-VII,(660)354-2326,http://WWW.POLO.K12.MO.US,300 W SCHOOL STREET,POLO,MO,64671,Regular public school district that is not a component of a supervisory union,Open
